,node_1,node_2,edge
11632,1423121309,character_development,features
11633,1423121309,complex_family_dynamics,explores
11634,1423121309,compelling_storytelling,provides
11635,1423121309,unexpected_ending,has
11636,Family Dynamics,complex_family_dynamics,is_a
11637,character_development,Character Evolution,is_a
11638,compelling_storytelling,Narrative Twists,has_a
11639,young_adult_fiction,character_development,facilitates
11640,unexpected_ending,Narrative Twists,is_a
11641,1423121317,character_development,presents
11642,1423121317,sequels,is
11643,1423121317,paranormal_settings,features
11644,1423121317,complex_family_dynamics,explores
11645,sequels,Narrative_Structure,follows
11646,Family_Dynamics,complex_family_dynamics,is_a
11647,paranormal_settings,Supernatural_Elements,includes
11648,character_development,Narrative_Structure,impacts
11649,sequels,Character_Development,continues
11650,1423121325,hex_hall_series,concludes
11651,1423121325,character_development,features
11652,1423121325,paranormal_genre,belongs_to
11653,1423121325,friendship,highlights
11654,1423121325,engaging_narrative,provides
11655,paranormal_genre,Supernatural Encounters,is_a_part_of
11656,engaging_narrative,hex_hall_series,provides
11657,character_development,Coming-of-Age,is_a_type_of
11658,Interpersonal Relationships,friendship,is_a_type_of
11659,hex_hall_series,paranormal_genre,belongs_to
11660,1423137876,character_development,depicts
11661,1423137876,love_story,includes
11662,1423137876,fairy_tales,draws_inspiration_from
11663,1423137876,writing_style,showcases
11664,1423137876,plot_progression,advances
11665,writing_style,Magical_Realism,is_a
11666,Narrative_Arcs,plot_progression,is_a
11667,character_development,Moral_Lessons,imparts
11668,love_story,Narrative_Arcs,is_a
11669,writing_style,Narrative_Arcs,influences
11670,1423152883,historical_context,provides_insight_into
11671,1423152883,engaging_narrative,delivers
11672,1423152883,character_development,showcases
11673,1423152883,audio_narration_quality,enhances
11674,1423152883,plot_structure,maintains
11675,Character_Exploration,character_development,is_a_part_of
11676,engaging_narrative,historical_context,influences
11677,audio_narration_quality,Narrative_Style,affects
11678,plot_structure,Narrative_Style,is_shaped_by
11679,Thematic_Depth,character_development,contributes_to
11680,1423157311,predictable_plots,has
11681,1423157311,romance,features
11682,1423157311,character_development,offers
11683,1423157311,fantasy_genre,belongs_to
11684,1423157311,predictable_plots,presents
11685,Plots and Characters,character_development,is_a_component_of
11686,Emotional Journeys,character_development,is_a_type_of
11687,Imaginative Worlds,fantasy_genre,is_a_subgenre_of
11688,character_development,Plots and Characters,is_a_component_of
11689,predictable_plots,Emotional Journeys,can_lead_to
11690,1423157370,superpowers,features
11691,1423157370,character_development,focuses_on
11692,1423157370,dystopian_settings,depicts
11693,1423157370,self_discovery,explores
11694,1423157370,complex_family_dynamics,addresses
11695,superpowers,character_development,influences
11696,complex_family_dynamics,societal_unrest,contributes_to
11697,dystopian_settings,exploration_of_human_nature,provides_backdrop_for
11698,self_discovery,personal_growth_journeys,is_a_part_of
11699,societal_unrest,dystopian_settings,results_in
11700,1423171020,space_exploration,is_a_part_of
11701,1423171020,romance,contains
11702,1423171020,character_development,features
11703,1423171020,space_travel,depicts
11704,1423171020,character_development,highlights
11705,space_travel,space_exploration,is_a
11706,character_development,relationships_and_emotions,contributes_to
11707,exploration_and_discovery,space_exploration,is_a_part_of
11708,romance,relationships_and_emotions,is_a
11709,journey_and_transformation,character_development,is_a_part_of
11710,1439102767,Holocaust_themes,addresses
11711,1439102767,character_development,explores
11712,1439102767,moral_dilemmas,presents
11713,1439102767,historical_context,provides
11714,1439102767,complexity,offers
11715,Trauma and Healing,character_development,influences
11716,historical_context,Holocaust_themes,contextualizes
11717,Holocaust_themes,moral_dilemmas,presents
11718,Exploration of Human Nature,complexity,reveals
11719,Survival and Resilience,character_development,illustrates
11720,1439102775,Holocaust_themes,addresses
11721,1439102775,character_development,depicts
11722,1439102775,survivor_experience,explores
11723,1439102775,storytelling,utilizes
11724,1439102775,human_connection,illustrates
11725,Trauma and Healing,human_connection,facilitates
11726,storytelling,survivor_experience,expresses
11727,character_development,storytelling,enhances
11728,Holocaust_themes,Trauma and Healing,explores
11729,Human Resilience,human_connection,manifests
11730,1439138311,Irish_background,depicts
11731,1439138311,character_development,explores
11732,1439138311,post_war_era,set_in
11733,1439138311,emotional_depth,conveys
11734,1439138311,clear_storyline,presents
11735,emotional_depth,character_development,results_from
11736,Personal_growth,emotional_journey,is_a_part_of
11737,Irish_background,historical_backdrop,provides_context_for
11738,post_war_era,clear_storyline,sets_the_stage_for
11739,emotional_depth,emotional_journey,contributes_to
11740,1439148503,complex_themes,explores
11741,1439148503,compelling_narratives,delivers
11742,1439148503,horror_genre,belongs_to
11743,1439148503,King_fan,satisfies
11744,1439148503,length,consists_of
11745,Narrative_depth,compelling_narratives,results_in
11746,Character_development,Narrative_depth,contributes_to
11747,complex_themes,Narrative_depth,is_a_component_of
11748,King_fan,horror_genre,is_a_fan_of
11749,length,Exploration_of_fear,affects
11750,1439149038,predictability,has
11751,1439149038,character_development,lacks
11752,1439149038,childrens_visions,is_central_to
11753,1439149038,nuanced_characterisation,lacks
11754,1439149038,plot_engagement,is_moderate
11755,plot_engagement,Emotional_engagement,enhances
11756,predictability,plot_engagement,affects
11757,Narrative_depth,character_development,contributes_to
11758,Narrative_depth,Thematic_complexity,is_a_component_of
11759,character_development,nuanced_characterisation,is_a_form_of
11760,1439152802,historical_fiction,is_a
11761,1439152802,well_crafted_narratives,has
11762,1439152802,engaging_reading_experience,provides
11763,1439152802,complex_narratives,features
11764,1439152802,pacing,suffers
11765,historical_fiction,Historical_Context,is_set_in
11766,Narrative_Complexity,complex_narratives,is_characterized_by
11767,well_crafted_narratives,engaging_reading_experience,provides
11768,Character_Development,Narrative_Complexity,contributes_to
11769,pacing,Narrative_Complexity,affects
11770,1439152810,unexpected_plot_twists,delivers
11771,1439152810,character_development,showcases
11772,1439152810,compelling_storytelling,provides
11773,unexpected_plot_twists,Narrative Surprises,is_a_type_of
11774,Emotional Depth,character_development,contributes_to
11775,compelling_storytelling,Emotional Depth,is_a_factor_in
11776,character_development,unexpected_plot_twists,can_contribute_to
11777,Narrative Surprises,compelling_storytelling,is_a_component_of
11778,1439153663,historical_context,provides
11779,1439153663,perspective_on_slavery,explores
11780,1439153663,narrative_structure,utilizes
11781,1439153663,character_development,emphasizes
11782,1439153663,complexity,offers
11783,narrative_structure,character_development,facilitates
11784,Examination of Social Structures,historical_context,provides_context_for
11785,Historical Analysis,historical_context,is_a_part_of
11786,perspective_on_slavery,historical_context,is_influenced_by
11787,complexity,character_development,contributes_to
11788,1439156816,writing_craft,presents
11789,1439156816,personal_recommendations,offers
11790,1439156816,writing_process,describes
11791,1439156816,memoirs,is_a_genre_of
11792,1439156816,writing_craft,explores
11793,Bird by Bird,writing_process,describes
11794,writing_craft,Bird by Bird,belongs_to
11795,Bird by Bird,memoirs,is_a_type_of
11796,On Writing Well,writing_craft,discusses
11797,The Elements of Style,writing_craft,discusses
11798,1439165394,ghost_stories,is_a
11799,1439165394,compelling_storytelling,delivers
11800,1439165394,suspenseful_themes,explores
11801,1439165394,complex_characters,develops
11802,1439165394,well_written_novels,is_an_example_of
11803,well_written_novels,compelling_storytelling,is_characterized_by
11804,ghost_stories,supernatural_elements,contains
11805,storytelling_mastery,compelling_storytelling,manifests_in
11806,compelling_storytelling,suspenseful_themes,is_often_accompanied_by
11807,complex_characters,psychological_depth,contributes_to
11808,1439178232,compelling_storytelling,delivers
11809,1439178232,character_development,showcases
11810,1439178232,romance,explores
11811,1439178232,complex_family_dynamics,addresses
11812,1439178232,engaging_narrative,provides
11813,Emotional_Depth,Interpersonal_Relationships,results_from
11814,character_development,Emotional_Depth,contributes_to
11815,complex_family_dynamics,Narrative_Structure,impacts
11816,engaging_narrative,compelling_storytelling,is_a_type_of
11817,romance,Interpersonal_Relationships,is_a_type_of
11818,1439192561,horror_genre,belongs_to
11819,1439192561,complex_issues,addresses
11820,1439192561,engaging_reading_experience,provides
11821,1439192561,dark_themes,explores
11822,Mystery and suspense,engaging_reading_experience,facilitates
11823,complex_issues,Exploration of human emotions,provides_context_for
11824,Supernatural elements,horror_genre,is_a_part_of
11825,Mystery and suspense,dark_themes,coexists_with
11826,Exploration of human emotions,complex_issues,explores
11827,1439199353,historical_fiction,is_a
11828,1439199353,character_development,features
11829,1439199353,family_life,explores
11830,1439199353,generational_themes,addresses
11831,1439199353,pacing,offers
11832,historical_fiction,Narrative exploration of the past,is_a
11833,historical_fiction,generational_themes,explores
11834,character_development,Exploration of personal growth,is_a
11835,Exploration of human relationships,family_life,is_a
11836,narrative,pacing,affects
11837,1442403543,clear_storyline,presents
11838,1442403543,engaging_plot,delivers
11839,1442403543,character_development,showcases
11840,1442403543,romance,explores
11841,1442403543,compelling_storytelling,offers
11842,Conflict and Resolution,clear_storyline,requires
11843,character_development,Emotional Connection,enhances
11844,engaging_plot,compelling_storytelling,is_a_part_of
11845,Narrative Flow,character_development,affects
11846,romance,Emotional Connection,is_a_type_of
11847,1442408936,character_development,depicts
11848,1442408936,engaging_narrative,provides
11849,1442408936,complex_characters,features
11850,1442408936,summer_setting,utilizes
11851,1442408936,emotional_depth,explores
11852,emotional_depth,character_development,results_from
11853,summer_setting,Seasonal_transformation,is_a_part_of
11854,engaging_narrative,character_evolution,facilitates
11855,character_evolution,complex_characters,results_in
11856,emotional_exploration,emotional_depth,is_a_component_of
11857,1442409053,compelling_storytelling,delivers
11858,1442409053,attention_grabbing_situations,creates
11859,1442409053,character_development,showcases
11860,1442409053,writing_style,showcases
11861,1442409053,plot_pacing,maintains
11862,writing_style,Craftsmanship_of_Language,is_a
11863,character_development,Emotional_Connection,facilitates
11864,compelling_storytelling,Engaging_Narrative,is_a
11865,plot_pacing,attention_grabbing_situations,influences
11866,Craftsmanship_of_Language,writing_style,manifests_as
11867,1442416866,character_development,depicts
11868,1442416866,romantic_relationships,explores
11869,1442416866,complex_plots,features
11870,1442416866,dark_themes,embraces
11871,1442416866,character_driven_stories,presents
11872,Narrative_depth,character_driven_stories,is_a_type_of
11873,character_development,Emotional_complexity,contributes_to
11874,romantic_relationships,Emotional_complexity,is_a_source_of
11875,character_driven_stories,complex_plots,features
11876,dark_themes,Moral_dilemmas,provides_context_for
11877,1442419814,unique_perspectives,offers
11878,1442419814,compelling_storytelling,delivers
11879,1442419814,writing_style,features
11880,1442419814,plot_twists,contains
11881,1442419814,character_development,emphasizes
11882,writing_style,compelling_storytelling,influences
11883,plot_twists,compelling_storytelling,contributes_to
11884,character_development,Exploration_of_Human_Condition,illuminates
11885,Narrative_Structure,unique_perspectives,facilitates
11886,Thematic_Depth,Exploration_of_Human_Condition,manifests_in
11887,1442421177,gods_goddesses,features
11888,1442421177,teenage_girl_empowerment,explores
11889,1442421177,complex_characters,develops
11890,1442421177,compelling_storytelling,provides
11891,1442421177,debut_novel,is
11892,Character Development,compelling_storytelling,requires
11893,debut_novel,teenage_girl_empowerment,explores
11894,compelling_storytelling,complex_characters,engenders
11895,Mythology,gods_goddesses,includes
11896,Coming-of-Age,Character Development,is_a_part_of
11897,1442421762,character_development,depicts
11898,1442421762,suspenseful_or_dark_theme,explores
11899,1442421762,pacing,feels_rushed
11900,1442421762,clarity,lacks
11901,1442421762,character_interactions,is_centered_around
11902,character_interactions,Narrative_structure,influences
11903,Emotional_depth,character_development,contributes_to
11904,suspenseful_or_dark_theme,pacing,affects
11905,Exploration_of_human_nature,character_development,explores
11906,pacing,clarity,influences
11907,1442422017,plot_complexity,offers
11908,1442422017,character_development,emphasizes
11909,1442422017,engaging_narrative,provides
11910,1442422017,predictability,challenges
11911,1442422017,language_diversity,incorporates
11912,predictability,plot_complexity,inverse
11913,engaging_narrative,emotional_resonance,enhances
11914,character_development,narrative_depth,contributes_to
11915,thematic_exploration,narrative_depth,is_a_component_of
11916,language_diversity,engaging_narrative,can_support
11917,1442426705,contemporary_ya_literature,is_a
11918,1442426705,character_development,features
11919,1442426705,first_love,explores
11920,1442426705,writing_style,showcases
11921,1442426705,plot_structure,follows
11922,writing_style,contemporary_ya_literature,is_characteristic_of
11923,Emotional_Depth,first_love,is_often_explored_in
11924,plot_structure,Coming-of-Age,is_common_in
11925,character_development,Exploration_of_Identity,is_aspect_of
11926,writing_style,Emotional_Depth,can_enhance
11927,1442429984,character_development,depicts
11928,1442429984,page_count,consists_of
11929,1442429984,compelling_storytelling,delivers
11930,1442429984,writing_style,showcases
11931,1442429984,emotional_depth,explores
11932,Narrative_structure,compelling_storytelling,facilitates
11933,character_development,Human_connection,enhances
11934,writing_style,emotional_depth,conveys
11935,page_count,Thematic_depth,influences
11936,emotional_depth,Narrative_structure,is_reflected_by
11937,1442436646,complex_family_dynamics,explores
11938,1442436646,character_development,focuses_on
11939,1442436646,dialogue,is_rich_in
11940,1442436646,introspection,contains_much
11941,1442436646,plot_structure,lacks
11942,Family Dynamics,complex_family_dynamics,is_a
11943,plot_structure,Narrative Structure,is_a
11944,character_development,Personal Growth,leads_to
11945,dialogue,character_development,contributes_to
11946,introspection,character_development,is_a_part_of
11947,1442445807,dystopian_novels,is_a_part_of
11948,1442445807,engaging_story,tells
11949,1442445807,complex_themes,explores
11950,dystopian_novels,engaging_story,has_property
11951,dystopian_novels,complex_themes,explores_theme
11952,dystopian_novels,Exploration_of_Human_Nature,addresses_topic
11953,dystopian_novels,Societal_Decay,depicts_setting
11954,engaging_story,complex_themes,requires_understanding
11955,1442474262,suspenseful_stories,is_a_genre_of
11956,1442474262,character_development,features
11957,1442474262,well_crafted_narratives,delivers
11958,1442474262,engaging_characters,contains
11959,1442474262,plot_structure,follows
11960,suspenseful_stories,Mystery_and_Intrigue,has_a
11961,well_crafted_narratives,Narrative_Structure,follows
11962,engaging_characters,Emotional_Engagement,contributes_to
11963,plot_structure,character_development,is_part_of
11964,well_crafted_narratives,character_development,includes
11965,1451621388,complexity,presents
11966,1451621388,layman_terms,translates
11967,1451621388,page_count,consists_of
11968,1451621388,symptoms,describes
11969,1451621388,mental_health,addresses
11970,perspective,understanding,influences
11971,page_count,complexity,is_correlated_with
11972,layman_terms,symptoms,describes
11973,wellbeing,mental_health,is_aspect_of
11974,symptoms,understanding,contributes_to
11975,1451626657,complex_characters,features
11976,1451626657,boredom,causes
11977,1451626657,historical_context,set_in
11978,1451626657,compelling_storytelling,delivers
11979,1451626657,catch_22,is_a
11980,Historical Context,Compelling Storytelling,Enhances
11981,Historical Context,Complex Characters,Provides_Background
11982,Boredom,Exploration of Boredom,Is_A
11983,Exploration of Boredom,Complex Characters,Features
11984,Catch-22,Historical Context,Set_In
11985,1451627289,time_travel,is_a_theme_of
11986,1451627289,Stephen_King,is_written_by
11987,1451627289,historical_fiction,is_a_genre_of
11988,1451627289,engaging_story,has
11989,1451627289,time_travel,is_a_feature_of
11990,historical_fiction,Character development,requires
11991,historical_fiction,Historical settings,features
11992,engaging_story,time_travel,can_include
11993,time_travel,Stephen_King,is_authored_by
11994,time_travel,time_travel_narratives,is_a
11995,1451627297,lengthy_narratives,contains
11996,1451627297,historical_context,explores
11997,1451627297,complex_themes,addresses
11998,1451627297,boring_writing_style,has
11999,1451627297,lengthy_narratives,contains
12000,Thematic Depth,historical_context,facilitates
12001,Historical Contextualization,historical_context,is_a
12002,complex_themes,Narrative Complexity,is_a
12003,lengthy_narratives,boring_writing_style,can_lead_to
12004,Narrative Complexity,Thematic Depth,contributes_to
12005,1451645856,complex_family_dynamics,explores
12006,1451645856,well_developed_characters,features
12007,1451645856,engaging_reading_experience,provides
12008,Character Development,well_developed_characters,results_in
12009,Family Dynamics,complex_family_dynamics,is_a
12010,well_developed_characters,engaging_reading_experience,contributes_to
12011,complex_family_dynamics,Character Development,influences
12012,engaging_reading_experience,Character Development,enhances
12013,1451648537,biography,is_a
12014,1451648537,Steve_Jobs,subject_of
12015,1451648537,compelling_storytelling,delivers
12016,1451648537,leadership,explores
12017,Leadership_Narrative,compelling_storytelling,is_a_type_of
12018,Leadership_Narrative,Steve_Jobs,subject_of
12019,Technology_Influence,Steve_Jobs,exerted_by
12020,biography,Steve_Jobs,subject_of
12021,Innovative_Biography,Steve_Jobs,subject_of
12022,1451649320,suspenseful_theme,presents
12023,1451649320,multi_generational,explores
12024,1451649320,layered_mystery,unravels
12025,1451649320,compelling_storytelling,delivers
12026,1451649320,nuanced_characters,develops
12027,suspenseful_theme,compelling_storytelling,is_a_component_of
12028,multi_generational,multi_generational_narratives,is_a_type_of
12029,Mysteries_with_psychological_depth,layered_mystery,is_a_type_of
12030,nuanced_characters,complex_character_development,is_a_component_of
12031,compelling_storytelling,suspenseful_theme,can_evoke
12032,1451649398,complex_narrative,features
12033,1451649398,romance,is_a
12034,1451649398,mystery,presents
12035,1451649398,historical_context,provides
12036,1451649398,engaging_narratives,offers
12037,mystery,historical_context,is_set_in
12038,Exploration_of_History,Complex_Narrative,is_a_type_of
12039,Complex_Narrative,Narrative_Structure,has_a
12040,Engaging_narratives,Narrative_Structure,is_characterized_by
12041,Romance,Emotional_Connection,is_an_aspect_of
12042,1451658907,engaging_storytelling,offers
12043,1451658907,complex_plot,features
12044,1451658907,character_development,provides
12045,1451658907,well_written_prose,showcases
12046,1451658907,Dark_Tower_cycle,contributes
12047,complex_plot,engaging_storytelling,requires
12048,Storytelling_and_Narrative,character_development,includes
12049,character_development,Human_Emotions_and_Conflict,influences
12050,Dark_Tower_cycle,Fantasy_and_Magic,is_a_part_of
12051,well_written_prose,Storytelling_and_Narrative,enhances
12052,1451661509,predictability,exhibits
12053,1451661509,simple_writing_style,utilizes
12054,1451661509,New_York_City,set_in
12055,1451661509,character_development,focuses_on
12056,1451661509,family_dynamics,explores
12057,New_York_City,Urban_Life,is_a_part_of
12058,Personal_Growth,character_development,is_a_process_of
12059,Human_Relationships,family_dynamics,is_a_type_of
12060,New_York_City,predictability,has_a_quality
12061,Simple_writing_style,New_York_City,is_associated_with
12062,1451666179,memoirs,is_a_type_of
12063,1451666179,complex_family_dynamics,explores
12064,1451666179,depression,deals_with
12065,1451666179,dogs,features
12066,1451666179,humor,utilizes
12067,Personal Narratives,memoirs,is_a
12068,dogs,Animal Companionship,provides
12069,humor,Personal Narratives,adds
12070,complex_family_dynamics,Emotional Turmoil,causes
12071,depression,Emotional Turmoil,is_a
12072,1451673310,modern_day_relevance,explores
12073,1451673310,government_censorship,addresses
12074,1451673310,engaging_narrative,provides
12075,1451673310,literary_style,showcases
12076,1451673310,character_development,emphasizes
12077,exploration_of_power,human_experience,influences
12078,engaging_narrative,human_experience,enhances
12079,character_development,human_experience,illuminates
12080,literary_style,engaging_narrative,expresses
12081,relevance_to_current_society,modern_day_relevance,manifests
12082,1451681739,complex_literature,represents
12083,1451681739,love_stories,explores
12084,1451681739,engaging_characters,develops
12085,1451681739,narrative_complexity,offers
12086,1451681739,historical_elements,incorporates
12087,love_stories,Emotional exploration,explores
12088,Narrative depth,engaging_characters,enhances
12089,historical_elements,Historical context,is_set_in
12090,narrative_complexity,complex_literature,is_a_feature_of
12091,love_stories,Narrative depth,has
12092,1451681755,complex_plot,presents
12093,1451681755,emotional_depth,explores
12094,1451681755,historical_narratives,depicts
12095,1451681755,love_story,centers_around
12096,1451681755,well_written,is_written_in
12097,emotional_depth,Emotional Connection,results_in
12098,Narrative Depth,complex_plot,is_a_component_of
12099,love_story,Emotional Connection,is_a_type_of
12100,well_written,historical_narratives,applies_to
12101,Historical Exploration,historical_narratives,is_a_component_of
12102,1451686633,compelling_storytelling,delivers
12103,1451686633,suspenseful_theme,provides
12104,1451686633,well_developed_characters,features
12105,1451686633,character_driven_stories,presents
12106,1451686633,complex_family_dynamics,explores
12107,suspenseful_theme,compelling_storytelling,is_a_component_of
12108,Interpersonal_relationships,complex_family_dynamics,is_a_type_of
12109,well_developed_characters,Emotional_complexity,contributes_to
12110,Narrative_depth,character_driven_stories,is_a_feature_of
12111,compelling_storytelling,suspenseful_theme,enhances
12112,1451695195,uninteresting_other_worldly_experience,presents
12113,1451695195,clear_writing,utilizes
12114,1451695195,disappointing_narrative,delivers
12115,1451695195,neurosurgeon_background,draws_from
12116,1451695195,slow_paced_narratives,features
12117,Boredom with otherworldly experiences,unsatisfying_narratives,causes
12118,slow_paced_narratives,unsatisfying_narratives,is_a_factor_in
12119,clear_writing,neurosurgeon_background,has
12120,disappointing_narrative,Boredom with otherworldly experiences,leads_to
12121,Medical background of author,neurosurgeon_background,is_a
12122,1451696191,powerful_narrative,delivers
12123,1451696191,clear_storyline,presents
12124,1451696191,character_development,showcases
12125,1451696191,emotional_connection,fosters
12126,1451696191,audio_format,adapts
12127,Emotional Engagement,Narrative Power,is_a_factor_of
12128,powerful_narrative,clear_storyline,requires
12129,character_development,emotional_connection,facilitates
12130,Narrative Power,storytelling,manifests_through
12131,audio_format,Storytelling,is_a_medium_for
12132,1451697414,suspense_novels,is_a_part_of
12133,1451697414,character_development,features
12134,1451697414,horror_genre,belongs_to
12135,1451697414,engaging_reading_experience,provides
12136,suspense_novels,Tension and Anxiety,causes
12137,character_development,suspense_novels,is_a_part_of
12138,Mystery and Thrill,suspense_novels,is_a_part_of
12139,Emotional Connection,suspense_novels,facilitates
12140,horror_genre,suspense_novels,is_a_subtype_of
12141,1455559520,average_mystery,is
12142,1455559520,real_quality,lacks
12143,1455559520,engaging_narrative,is_missing
12144,1455559520,depth,lacks
12145,1455559520,surface_level_appraisal,receives
12146,average_mystery,surface_level_appraisal,is_related_to
12147,real_quality,depth,contributes_to
12148,engaging_narrative,Narrative and Appraisal,is_a_part_of
12149,depth,Mystery and Depth,is_a_component_of
12150,Quality and Engagement,Narrative and Appraisal,is_associated_with
12151,1455563935,Korean_saga,is
12152,1455563935,families_leaving_homeland,depicts
12153,1455563935,complex_family_dynamics,explores
12154,1455563935,historical_fiction,is_a_genre_of
12155,1455563935,compelling_storytelling,offers
12156,historical_fiction,compelling_storytelling,is_characterized_by
12157,historical_fiction,historical_exploration,is_genre_of
12158,complex_family_dynamics,family_narratives,is_aspect_of
12159,families_leaving_homeland,migration_and_displacement,is_aspect_of
12160,Korean_saga,historical_fiction,is_subgenre_of
12161,1455599492,suspense,provides
12162,1455599492,character_development,focuses_on
12163,1455599492,pacing,maintains
12164,1455599492,narrative_complexity,offers
12165,1455599492,compelling_storytelling,delivers
12166,Mystery and Intrigue,compelling_storytelling,is_a_key_element_of
12167,character_development,Exploration of Human Nature,is_a_facet_of
12168,narrative_complexity,compelling_storytelling,contributes_to
12169,suspense,Mystery and Intrigue,is_a_manifestation_of
12170,Emotional Connection,compelling_storytelling,facilitates
12171,1476716730,historical_context,provides
12172,1476716730,complex_family_dynamics,explores
12173,1476716730,character_development,offers
12174,1476716730,suspenseful_elements,includes
12175,1476716730,well_written_prose,features
12176,historical_context,character_development,influences
12177,complex_family_dynamics,narrative_structure,provides_conflict
12178,Human_emotions,suspenseful_elements,evokes
12179,character_development,exploration_of_identity,drives
12180,well_written_prose,historical_context,illuminates
12181,1476727651,character_development,focuses_on
12182,1476727651,horror_elements,includes
12183,1476727651,protagonist_development,depicts
12184,1476727651,antagonist_power,portrays
12185,1476727651,complex_family_dynamics,explores
12186,protagonist_development,character_development,is_a_type_of
12187,character_development,character_evolution,is_a_stage_of
12188,complex_family_dynamics,interpersonal_relationships,is_a_type_of
12189,fear_and_anxiety,antagonist_power,causes
12190,protagonist_development,fear_and_anxiety,experiences
12191,1476729085,romantic_comedy,is_a
12192,1476729085,Asperger’s_Syndrome,features
12193,1476729085,character_development,presents
12194,1476729085,love_story,tells
12195,1476729085,university_setting,takes_place_in
12196,Relationships,Communication,facilitates
12197,Personal_Growth,character_development,is_a_part_of
12198,university_setting,romantic_comedy,is_a_backdrop_for
12199,love_story,romantic_comedy,is_a_type_of
12200,Asperger’s_Syndrome,character_development,influences
12201,1476729093,romance,is_a_part_of
12202,1476729093,character_development,depicts
12203,1476729093,complex_family_dynamics,explores
12204,1476729093,humor,utilizes
12205,1476729093,predictable_structure,has
12206,Narrative_complexity,Emotional_journeys,facilitates
12207,character_development,Relationships_and_connections,impacts
12208,complex_family_dynamics,Narrative_complexity,contributes_to
12209,humor,predictable_structure,contrasts
12210,romance,Relationships_and_connections,is_a_type_of
12211,1476733953,plot_complexity,lacks
12212,1476733953,character_development,offers
12213,1476733953,world_building,is_rich_in
12214,1476733953,narrative_consistency,lacks
12215,1476733953,writing_style,is_engaging
12216,writing_style,narrative_techniques,influences
12217,Thematic Depth,character_development,contributes_to
12218,Storytelling Elements,world_building,is_a_part_of
12219,character_development,narrative_consistency,requires
12220,plot_complexity,narrative_techniques,utilizes
12221,1476738025,curmudgeon_characters,features
12222,1476738025,suicide_attempts,centers_around
12223,1476738025,character_development,presents
12224,1476738025,Sweden,set_in
12225,1476738025,engaging_narrative,delivers
12226,curmudgeon_characters,character_development,undergoes
12227,engaging_narrative,character_development,facilitates
12228,Melancholic_Characters,curmudgeon_characters,type_of
12229,Sweden,Scandinavian_Setting,part_of
12230,character_development,exploration_of_mental_health,highlights
12231,1476740186,library_history,describes
12232,1476740186,nonfiction,is_a
12233,1476740186,Central_Library_of_Los_Angeles,takes_place_at
12234,1476740186,history,provides_insight_into
12235,1476740186,received_advance_copy,obtained_before_publication
12236,nonfiction,exploration of the role of libraries in society,is_a
12237,library_history,history,is_a
12238,Central_Library_of_Los_Angeles,library,instance_of
12239,received_advance_copy,nonfiction,about
12240,narrative of library development,history of libraries,is_a
12241,1476746583,historical_context,is_set_in
12242,1476746583,character_development,features
12243,1476746583,suspenseful_themes,explores
12244,1476746583,well_written_storytelling,showcases
12245,Exploration_of_time,historical_context,is_set_in
12246,Narrative_structure,character_development,impacts
12247,Exploration_of_human_nature,character_development,explores
12248,suspenseful_themes,Exploration_of_time,can_enhance
12249,well_written_storytelling,Narrative_structure,is_an_expression_of
12250,1476753180,complex_characters,features
12251,1476753180,romance,explores
12252,1476753180,character_development,showcases
12253,1476753180,engaging_narrative,provides
12254,1476753180,romance_genre,belongs_to
12255,character_development,character_depth,leads_to
12256,engaging_narrative,emotional_connection,facilitates
12257,character_depth,complex_characters,contributes_to
12258,complex_characters,relationship_exploration,provides_basis_for
12259,relationship_exploration,romance,manifests_as
12260,1476754454,complex_family_dynamics,explores
12261,1476754454,character_development,features
12262,1476754454,compelling_storytelling,provides
12263,1476754454,psychological_disabilities,addresses
12264,1476754454,engaging_characters,introduces
12265,psychological_disabilities,Mental Health,is_a_type_of
12266,Family Dynamics,complex_family_dynamics,is_a_type_of
12267,engaging_characters,character_development,facilitates
12268,Mental Health,character_evolution,impacts
12269,character_development,compelling_storytelling,is_a_component_of
12270,1476770387,compelling_storytelling,delivers
12271,1476770387,depressing_content,includes
12272,1476770387,Stephen_King_style,showcases
12273,1476770387,complex_characters,features
12274,1476770387,lengthy_descriptions,includes
12275,Stephen_King_style,compelling_storytelling,is_characterized_by
12276,depressing_content,Emotional_Depth,contributes_to
12277,Narrative_Style,lengthy_descriptions,includes
12278,Character_Development,complex_characters,is_featured_by
12279,Emotional_Depth,depressing_content,is_manifested_by
12280,1476785600,psychological_thriller,is_a
12281,1476785600,second_person_narrative,employs
12282,1476785600,stalking_behavior,explores
12283,Exploration of Fear,psychological_thriller,is_a
12284,Mind Games,Manipulation of Perception,involves
12285,stalking_behavior,Manipulation of Perception,contributes_to
12286,Exploration of Fear,second_person_narrative,can_be_expressed_in
12287,psychological_thriller,second_person_narrative,often_uses
12288,1476789630,character_development,focuses_on
12289,1476789630,documentary_format,utilizes
12290,1476789630,complex_themes,explores
12291,1476789630,social_strata,addresses
12292,1476789630,character_development,centers_around
12293,social_strata,Exploration of societal structures,is_aspect_of
12294,In-depth thematic analysis,complex_themes,explores
12295,character_development,Character evolution,is_process_of
12296,documentary_format,Exploration of societal structures,depicts
12297,character_development,complex_themes,is_influenced_by
12298,1476798176,engrossing_narratives,delivers
12299,1476798176,complex_characters,features
12300,1476798176,compelling_character_development,showcases
12301,1476798176,touching_stories,tells
